name,latitude,longitude,time
Opera House,40.604446,-95.657771,2/19/08
Opera House,40.765553,-95.37221,2/20/08
Opera House,40.765553,-95.37221,2/21/08
Opera House,40.765553,-95.37221,2/22/08
,40.765553,-95.37221,2/23/08
Opera House,40.397779,-95.658046,2/24/08
Opera House,40.397779,-95.658046,2/25/08
Opera House,40.397779,-95.658046,2/26/08
,39.78373,-100.445882,2/27/08
,39.78373,-100.445882,2/28/08
,39.78373,-100.445882,2/29/08
,39.78373,-100.445882,3/1/08
Opera House,39.84173,-96.648064,3/2/08
Opera House,39.84173,-96.648064,3/3/08
Opera House,39.84173,-96.648064,3/4/08
Opera House,39.681945,-96.659739,3/5/08
Opera House,39.681945,-96.659739,3/6/08
Opera House,39.681945,-96.659739,3/7/08
,39.681945,-96.659739,3/8/08
,41.875555,-87.624421,12/7/08
,41.875555,-87.624421,12/8/08
,41.481944,-91.576667,12/9/08
Opera House,41.483072,-91.706002,12/10/08
Opera House,41.452232,-92.090456,12/11/08
Opera House,41.513898,-92.076289,12/12/08
,41.513898,-92.076289,12/13/08
Opera House,41.661228,-92.009506,12/14/08
Opera House,41.580281,-92.374907,12/15/08
Opera House,41.580281,-92.374907,12/16/08
Opera House,41.178903,-92.251849,12/17/08
Opera House,41.198372,-92.093089,12/18/08
